Marca temporal;Elige el curso;Opinión General Sobre el Curso;¿Aprobó la Cursada?;¿Cómo te Resultaron los Temas de la Materia?;¿Los Temas de la Materia Están Actualizados?;Nivel de las Clases Teóricas del Curso;Nivel de las Clases Prácticas del Curso;Dificultad del Curso;Dificultad del TP;¿Cursaste antes la materia de manera presencial?;¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Clases teóricas];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Clases prácticas];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Trabajos prácticos];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Instancias de consulta];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Tiempos de respuesta ante consultas];¿Qué aspectos valorás positivamente de la cursada remota? (elegí todas las que apliquen);¿Qué aspectos valorás negativamente de la cursada remota? (elegí todas las que apliquen);¿Creés que la cátedra estuvo a la altura de una cursada virtual? En cuanto a herramientas, comunicación, material, etc;¿Creés que debería evaluarse la posibilidad de que el curso sea total o parcialmente virtual cuando sea posible retomar las cursadas presenciales?;¿Estás conforme con la forma en que el curso evaluó sus contenidos? ¿Te sentiste cómodo/a?;¿Tenés algún otro comentario o sugerencia sobre el curso y la cursada virtual de este cuatrimestre?;;;;;;
3/2/2021 20:35:41;75.04-95.12-Algoritmos y Programación II (Electrónica) - Calvo;Malo;Sí;Interesantes;Sí;Buenas;Malas;Dificil;Muy dificil;No;Similar;Peor;Similar;Peor;Peor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Problemas de conectividad;si;No;No, fueron muy frustrantes las instancias de evaluacion y poco utiles para los alumnos;"Me voy a dedicar a hablar de la practica. La verdad es que como estudiante fue una materia que logró frustrarme, no por los contenidos, sino por los profesores. 

Los trabajos prácticos fueron, a mi parecer de dificultad alta, y esto no habría sido un problema si hubiera habido un mayor tiempo entre la entrega de los mismos y la primer fecha de parcial. Y si se hubiera organizado un poco mejor la explicación de los mismos durante las clases prácticas. 

En cuanto a las evaluaciones consistian de 2 multiple choise, 1 ejercicio de programacion y 1 ejercicio take away.

Primer parcial: estuvo muy mal organizado, habia errores en el enunciado. Los cuales fueron señalados durante el examen por un alumno que se dio cuenta, y los profesores nunca se encargaron de hacerselo saber al resto (se tomaban en reuniones de meet separadas), por lo que ese punto no se podia responder. Luego, el ejercicio de programacion tenia un error de enunciado, lo cual lo volvia muy dificil de realizar en el tiempo pedido, y un error dentro de los casos de prueba, lo cual en si lo volvia imposible de resolver correctamente. Esto no fue tomado en cuenta para todos los alumnos, sino que solo a algunos se les dio la oportunidad de recuperar. 

Primer recuperatorio: se tomo dentro de las fechas designadas para tomar finales. Esto se le hizo notar a los profesores en varias ocaciones, pero no quisieron cambiar la fecha, y finalmente, en la revision del parcial, y cito, Leandro nos dijo que ""si queriamos rendir en una fecha comoda hubieramos estudiado mas para el parcial"". No me parece una respuesta que se le tenga que dar a un alumno, sobre todo considerando el tiempo que llevaron los trabajos practicos. 

Por otro lado, las preguntas eran ambiguas, lo cual había sucedido tambien en el parcia, pero quedo en segundo plano por todo lo comentado anteriormente. Cuando se le hizo notar a los profesores que las preguntas, dijeron que estas ambiguedades, y vuelvo a citar, "" estaban hechas a propósito"". Que si teniamos preguntar durante el siguiente recuperatorio que las hicieramos, que para eso estaban ellos. Que nos querian ayudar como pudieran, y etc. Cosa que, en mi opinion, y seguro en la del resto de mis compañeros no se noto nunca. 

Una última cosa a recalcar de este parcial fue que, dentro de algunos ejercicios de los choices, había preguntas en las que tanto yo como mis compañeros dimos contraejemplos para refutarlas, y como no era lo que los profesores habían pensado para esa pregunta en particular se tomaron como incorrectas, pareció que casi como capricho. 

Segundo recuperatorio: aca voy a hablar de mi experiencia primero. Durante el parcial, en una pregunta similar que habia generado mucho conflicto durante el recuperatorio previo pregunte por el enunciado y se me dio la siguiente respuesta ""contestá lo que te parezca mejor según lo que interpretas vos"". Es decir, me dijeron que pregunte las dudas de enunciado durante el parcial, y al preguntarlas se me da este tipo de respuestas.

La verdad, yo si, termine aprobando la materia, pero en que condiciones? Fue una materia que a medida que avanzaba era cada vez mas frustrante, el trato de los profesores a los alumnos fue malo, aprobar el examen era cada vez más difícil a pesar de saber cada vez mas. Siento que se evaluó ver quien leía más las preguntas como querían los profesores que los contenidos reales de la materia. 

Se dijo toda la cursada que se trataba de ayudar al alumno y cada vez lo hacían más imposible, cada vez escuchaban menos y cada vez el trato era peor. 

Es una materia super interesante en contenido y que te abre toda una rama de la carrera que lamentablemente varios de mis compañeros (entre los cuales estaría yo si hubiera desaprobado, que estuve a punto) no van a seguir por los profesores de la práctica. La verdad, me parece que hay varias cosas que replantearse. Es una facultad, si sos profesor es porque te gusta enseñar, porque te gusta transmitir conocimientos, y la verdad en esta materia no se notó. 

Desde el lado del alumno excede la frustración de estar haciendo todo lo que uno tiene al alcance de las manos por aprender y que del otro lado te esten enseñando personas que te tiran cada vez más abajo y logran superar con frustración las ganas de aprender. ";;;;;;
3/2/2021 20:36:51;75.26-95.19-Simulación - Caiafa;Bueno;Sí;Interesantes;Sí;Regulares;Regulares;Normal;Dificil;No;Similar;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares, Problemas de conectividad;;Si;;;;;;;;
3/2/2021 20:51:12;75.01-95.01-Computación - 3 y 10 - Perez Berro;Excelente;Sí;Muy Interesantes;Sí;Muy Buenas;Excelentes;Dificil;Dificil;No;Similar;Similar;Similar;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje;Menor interacción con mis pares, Problemas de conectividad, Falta de espacio adecuado para estudiar;Si;Si;Si;;;;;;;
3/2/2021 20:55:16;75.08-Sistemas Operativos - 1 - Clua;Bueno;Sí;Interesantes;Sí;Buenas;Muy Buenas;Normal;Normal;No;Peor;Similar;Mejor;Mejor;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares, Problemas de conectividad;Considerando la situación actual creo que la catedra supo adaptarse correctamente a la modalidad remota.;Si;Si, creo que los contenidos evaluados estaban en línea con lo mostrado en clase y eran de la dificultad justa.;;;;;;;
3/2/2021 21:13:54;75.61-Taller de Programación III - Alvarez Hamelin;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Similar;Similar;Similar;Similar;Similar;Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Pérdida de comunicación no verbal, Problemas de conectividad;Se utilizó Google meets y slack como herramientas de comunicación. En lo personal, Meets me parece mejor que zoom, así que esa decisión me gustó. Por otro lado, con respecto a Slack, entiendo su uso pero es una herramienta que no prefiero ya que tuve que descargarla en el celular (para que me lleguen las notificaciones) y no tengo mucho espacio en el mismo. Hubiera preferido comunicación por mail o por el campus, ya que no ví la necesidad de que lo comunicado sea si o si por Slack.;Si;Si, me gustó que en todas las clases el profesor nos fue guiando con las dudas respecto al proyecto.;Es una materia que considero que se puede hacer 100% online ya que es desarrollar un proyecto durante la cursada, proyecto del cual se tiene una planificación y el motor son principalmente los alumnos. Es decir, el proyecto requiere tiempo de los alumnos para que avance, más que tiempo de cursada.;;;;;;
3/2/2021 21:16:32;75.12-95.04-95.10-95.13-Análisis Numérico I/Modelación Numérica/Métodos Matemáticos y Numéricos - 4 - Schwarz;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Buenas;Normal;Normal;Si;Similar;Peor;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Comodidad de mi hogar;Menor interacción con el docente, Pérdida de comunicación no verbal;Creo que si bien la catedra estuvo a la altura de una cursada virtual, las clases practicas hubieran sido mejores en un ambito presencial por el hecho de que los temas vistos en la materia se prestan mucho mejor para ser discutidos y practicados en el aula con un pizarron. De esa manera es mas claro ver el funcionamiento de los metodos matematicos y numericos vistos en el curso.;No;Si, me parece que la eleccion de tener un parcial teorico y un trabajo practico integrador, en el que se aplican tanto conocimientos teoricos como practicos es correcta y adecuada para una modalidad virtual.;;;;;;;
3/2/2021 21:19:30;75.26-95.19-Simulación - Caiafa;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Facil;Normal;No;Similar;Similar;Similar;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;;Sí;Si;Hubiera preferido, en lugar de multiple choice, poder desarrollar, ya que a veces por un error de cálculo se llega a un respuesta distinta en el MC y al no poder verse el desarrollo eso termina sin ser apreciado;;;;;;;
3/2/2021 21:54:29;75.01-95.01-Computación - 3 y 10 - Perez Berro;Bueno;Sí;Poco Interesantes;Sí;Buenas;Buenas;Dificil;Dificil;No;Similar;Mejor;Mejor;Similar;No aplica;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje;Menor interacción con el docente, Menor interacción con mis pares, Problemas de conectividad, Falta de espacio adecuado para estudiar;si, muy completa;Si;si;;;;;;;
3/2/2021 22:16:34;75.40-95.14-Algoritmos y Programación I - 4 - Essaya;Muy Bueno;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Normal;Normal;No;Similar;Mejor;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo;Menor interacción con mis pares, Pérdida de comunicación no verbal;Sí;No;Sí a ambas preguntas;No;;;;;;
3/2/2021 22:29:02;75.26-95.19-Simulación - Caiafa;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Facil;Normal;No;Similar;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares, Problemas de conectividad;Si;Si;Si;Las teóricas deberian ser siempre virtuales, las practicas mixtas de ser necesario y alguna clase de consulta presencial.;;;;;;
3/2/2021 23:39:56;75.17-75.56-Implantación de Sistemas / Org de la Implantación y el Mantenimiento - Guarna;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Mejor;Mejor;Similar;Mejor;Similar;Ahorro en tiempo de viaje, Menores costos de traslado y otros;Problemas de conectividad, Falta de espacio adecuado para estudiar;Si, había material en el campus y se resolvian ejercicios en clase;Si;si, son un poco largos los ejercicios pero viendo las practicas se entiende.;Se deberia grabar las clases para volver a verlas, en otras materias lo hacen.;;;;;;
3/3/2021 0:39:36;75.04-95.12-Algoritmos y Programación II (Electrónica) - Calvo;Excelente;Sí;Interesantes;Sí;Excelentes;Excelentes;Dificil;Muy dificil;No;Mejor;Mejor;Mejor;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Pérdida de comunicación no verbal;Si, dada la naturaleza de la materia la modalidad de cursada virtual es ideal;Si;Si;El tp fue muy dificil;;;;;;
3/3/2021 0:46:54;75.01-95.01-Computación - 11 - Calvo;Bueno;Sí;Interesantes;Sí;Buenas;Buenas;Normal;Normal;No;Similar;Similar;Similar;Mejor;Peor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares, Problemas de conectividad;si;Si;si;no;;;;;;
3/3/2021 1:03:58;75.01-95.01-Computación - 11 - Calvo;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Buenas;Normal;Normal;No;Mejor;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal, Problemas de conectividad, Falta de espacio adecuado para estudiar;Sí;Si;Sí, desarrollé mucho mi forma de pensamiento sistemática;Creo que se podría mejorar la parte práctica contestando a las consultas más frecuentemente, pero de igual forma se entiende la tardanza ya que no había ningún profesor específicamente para la práctica. Así que se agradece el esfuerzo de la profesora.;;;;;;
3/3/2021 1:35:29;75.01-95.01-Computación - 11 - Calvo;Muy Bueno;Sí;Interesantes;Sí;Buenas;Regulares;Normal;Normal;No;Peor;Peor;Mejor;Peor;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares, Problemas de conectividad;En lo que respecta a otras materias, el material estuvo comparativamente mas completo y se notaba que la profesora se esforzó en que el material este disponible de la manera mas clara. Los problemas de conectividad durante las clases no ayudo.;Si;Es mas conveniente realizar desde una computadora propia y en nuestras casas los TPs de este tipo de materias. ;La cursada es mas conveniente desde casa porque es mas comodo. Me gusta la idea de que la cursada en el futuro sea parcialmente virtual, pero no toda por un tema de consultar al docente las dudas.;;;;;;
3/3/2021 1:43:52;75.01-95.01-Computación - 2 - Burin;Bueno;No;Interesantes;Sí;Buenas;Muy Buenas;Normal;Dificil;No;Peor;Similar;Similar;Peor;Similar;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje;Menor interacción con el docente, Menor interacción con mis pares, Problemas de conectividad, Incomodidad en mi hogar;Sí, nos brindaron varias herramientas;No;Si;Que espero volvamos pronto a la presencialidad.;;;;;;
3/3/2021 1:58:23;75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Essaya;Bueno;No;Poco Interesantes;Sí;Regulares;Buenas;Dificil;Muy dificil;No;Similar;Peor;Peor;Peor;Similar;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje, Menores costos de traslado y otros;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal;;No;;;;;;;;
3/3/2021 2:10:46;75.01-95.01-Computación - 11 - Calvo;Regular;Sí;Poco Interesantes;Sí;Regulares;Regulares;Dificil;Dificil;No;Peor;Peor;Similar;Peor;Peor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal, Problemas de conectividad;No;Si;Masomenos y no ;El hecho de grabar las clases está muy bien. Recomendaría que pidan la activación de la cámara para así asegurar la interacción con los alumnos al menos durante los momentos en los que el docente a cargo está explicando algo, aunque si tiene un efecto negativo para con la conexión, no es algo indispensable. Además, de darse el caso en el que en las clases online haya constantes fallos de conexión u otras molestias, sería buena idea grabar vídeos con los contenidos (lo cual a veces se hizo) y también demandar a los alumnos completar un pequeño cuestionario con respecto a los temas del o de los vídeos (puede o no tener nota y ser significativo para la nota final de cursada), esto ayudaría a presionarlos a seguir el hilo de las clases y lo atrasarse, además de ser un buen seguimiento. ;;;;;;
3/3/2021 10:14:32;75.04-95.12-Algoritmos y Programación II (Electrónica) - Calvo;Regular;Sí;Interesantes;Sí;Muy Buenas;Malas;Normal;Dificil;No;Similar;Peor;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje, Menores costos de traslado y otros;Menor interacción con mis pares, Pérdida de comunicación no verbal, Falta de espacio adecuado para estudiar;Las presentaciones de las teoricas;No;No, en la practica se dieron muy mal los temas, todo desordenado y se perdió mucho tiempo. En los exámenes tomaron cosas que nunca explicaron pero según ellos si. Creo que los resultados de todos los parciales demuestran lo que digo.;Que en la practica se organicen mas para aprovechar los tiempos. Y que no sea todo tan teórico, sino que se resuelvan mas ejercicios de programación en clase. Ya que solo daban pseudo código.;;;;;;
3/3/2021 10:16:37;75.01-95.01-Computación - 3 y 10 - Perez Berro;Bueno;Sí;Interesantes;Sí;Buenas;Buenas;Dificil;Dificil;No;Peor;Similar;Similar;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal, Falta de espacio adecuado para estudiar;Si;Si;No ;No te deberían evaluar programación de forma escrita a mano ??, el examen pierde un poco su objetivo ya que nunca se hace a mano y el estudiante tiene que fijarse en detalles nuevos ;;;;;;
3/3/2021 10:54:06;75.01-95.01-Computación - 3 y 10 - Perez Berro;Muy Bueno;Sí;Interesantes;Sí;No hay clases teóricas;No Hay Clases Prácticas;Dificil;Dificil;No;No aplica;No aplica;Similar;Peor;Similar;Ahorro en tiempo de viaje, Menores costos de traslado y otros;Menor interacción con el docente, Pérdida de comunicación no verbal, Problemas de conectividad;Si;Si;Si;No;;;;;;
3/3/2021 11:08:16;75.01-95.01-Computación - 2 - Burin;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Normal;Normal;No;Mejor;Mejor;Mejor;Mejor;Mejor;Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares;Si;Si;Si;Muy bien los videos concisos de los temas. ;;;;;;
3/3/2021 11:35:10;75.40-95.14-Algoritmos y Programación I - 3 - Méndez;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Dificil;Dificil;No;Mejor;Mejor;Similar;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Comodidad de mi hogar;Menor interacción con mis pares, Problemas de conectividad;si, fue excelente;Si;si;;;;;;;
3/3/2021 11:38:14;75.40-95.14-Algoritmos y Programación I - 3 - Méndez;Excelente;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Dificil;No;Similar;Similar;Similar;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo;Menor interacción con el docente, Menor interacción con mis pares, Incomodidad en mi hogar;Si, no sentí que nada importante se haya perdido debido a la virtualidad.;Si;Si, bastante;;;;;;;
3/3/2021 11:39:58;75.40-95.14-Algoritmos y Programación I - 3 - Méndez;Excelente;Sí;Muy Interesantes;Sí;Muy Buenas;Excelentes;Dificil;Dificil;No;Similar;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares;Si perfecta;Si;si;;;;;;;
3/3/2021 11:40:07;75.40-95.14-Algoritmos y Programación I - 3 - Méndez;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Normal;Normal;No;Similar;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Mejor interacción en grupo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Problemas de conectividad;Superó las expectativas para la cursada virtual.;Si;Muy conforme. Las condiciones son claras desde el principio.;;;;;;;
